:START_ID,:END_ID,:TYPE,properties
ParentCommandLine,-k netsvcs,Has Artifact,
ParentCommandLine,-s Schedule,Has Artifact,
CommandLine, -windowstyle hidden,Has Artifact,
CommandLine, -w hidden,Has Artifact,
CommandLine, -ep bypass,Has Artifact,
CommandLine, -noni,Has Artifact,
CommandLine, /G ,Has Artifact,
CommandLine,GR,Has Artifact,
CommandLine,GE,Has Artifact,
CommandLine,GW,Has Artifact,
CommandLine,GA,Has Artifact,
CommandLine,WP,Has Artifact,
CommandLine,WD,Has Artifact,
ParentImage,\\sqlservr.exe,Has Artifact,
ParentCommandLine,VEEAMSQL,Has Artifact,
Image,\\cmd.exe,Has Artifact,
Image,\\powershell.exe,Has Artifact,
Image,\\pwsh.exe,Has Artifact,
Image,\\wsl.exe,Has Artifact,
Image,\\wt.exe,Has Artifact,
CommandLine,-ex ,Has Artifact,
CommandLine,bypass,Has Artifact,
CommandLine,cscript,Has Artifact,
CommandLine,DownloadString,Has Artifact,
CommandLine,http://,Has Artifact,
CommandLine,https://,Has Artifact,
CommandLine,mshta,Has Artifact,
CommandLine,regsvr32,Has Artifact,
CommandLine,rundll32,Has Artifact,
CommandLine,wscript,Has Artifact,
CommandLine,copy ,Has Artifact,
Image,\\net.exe,Has Artifact,
Image,\\net1.exe,Has Artifact,
Image,\\netstat.exe,Has Artifact,
Image,\\nltest.exe,Has Artifact,
Image,\\ping.exe,Has Artifact,
Image,\\tasklist.exe,Has Artifact,
Image,\\whoami.exe,Has Artifact,
Image,rasdial.exe,Has Artifact,
Image,\\HollowReaper.exe,Has Artifact,
CommandLine, /am51,Has Artifact,
CommandLine, /password,Has Artifact,
Image,\\chcp.com,Has Artifact,
CommandLine, 936,Has Artifact,
CommandLine, 1258,Has Artifact,
CommandLine, -f ,Has Artifact,
CommandLine,/s,Has Artifact,
CommandLine,-s,Has Artifact,
CommandLine,/au,Has Artifact,
CommandLine,-au,Has Artifact,
CommandLine,/ni,Has Artifact,
CommandLine,-ni,Has Artifact,
CommandLine, /priv,Has Artifact,
CommandLine, -priv,Has Artifact,
CommandLine,UserInitMprLogonScript,Has Artifact,
CommandLine, /FO CSV,Has Artifact,
CommandLine, -FO CSV,Has Artifact,
CommandLine,whoami*>,Has Artifact,
CommandLine,\\HarddiskVolumeShadowCopy,Has Artifact,
CommandLine,System32\\config\\sam,Has Artifact,
CommandLine,Copy-Item,Has Artifact,
CommandLine,cp $_.,Has Artifact,
CommandLine,cpi $_.,Has Artifact,
CommandLine,copy $_.,Has Artifact,
CommandLine,.File]::Copy(,Has Artifact,
CommandLine, -s cmd,Has Artifact,
CommandLine, -s -i cmd,Has Artifact,
CommandLine, -i -s cmd,Has Artifact,
CommandLine, -s pwsh,Has Artifact,
CommandLine, -s -i pwsh,Has Artifact,
CommandLine, -i -s pwsh,Has Artifact,
