:START_ID,:END_ID,:TYPE,properties
Audio Capture via SoundRecorder,t1123,Monitors for,
Audio Capture via SoundRecorder,collection,Monitors for,
NtdllPipe Like Activity Execution,defense-evasion,Monitors for,
System Disk And Volume Reconnaissance Via Wmic.EXE,t1047,Monitors for,
System Disk And Volume Reconnaissance Via Wmic.EXE,t1082,Monitors for,
System Disk And Volume Reconnaissance Via Wmic.EXE,execution,Monitors for,
System Disk And Volume Reconnaissance Via Wmic.EXE,discovery,Monitors for,
Suspicious Extrac32 Execution,t1105,Monitors for,
Suspicious Extrac32 Execution,command-and-control,Monitors for,
Suspicious HWP Sub Processes,t1566.001,Monitors for,
Suspicious HWP Sub Processes,t1203,Monitors for,
Suspicious HWP Sub Processes,t1059.003,Monitors for,
Suspicious HWP Sub Processes,g0032,Monitors for,
Suspicious HWP Sub Processes,initial-access,Monitors for,
Suspicious HWP Sub Processes,execution,Monitors for,
Potential NTLM Coercion Via Certutil.EXE,t1218,Monitors for,
Potential NTLM Coercion Via Certutil.EXE,defense-evasion,Monitors for,
HackTool - Dumpert Process Dumper Execution,t1003.001,Monitors for,
HackTool - Dumpert Process Dumper Execution,credential-access,Monitors for,
HackTool - PowerTool Execution,t1562.001,Monitors for,
HackTool - PowerTool Execution,defense-evasion,Monitors for,
Suspicious Calculator Usage,t1036,Monitors for,
Suspicious Calculator Usage,defense-evasion,Monitors for,
PsExec/PAExec Escalation to LOCAL SYSTEM,t1587.001,Monitors for,
PsExec/PAExec Escalation to LOCAL SYSTEM,resource-development,Monitors for,
Process Launched Without Image Name,defense-evasion,Monitors for,
Potential Defense Evasion Via Binary Rename,t1036.003,Monitors for,
Potential Defense Evasion Via Binary Rename,defense-evasion,Monitors for,
PUA - Crassus Execution,t1590.001,Monitors for,
PUA - Crassus Execution,discovery,Monitors for,
PUA - Crassus Execution,reconnaissance,Monitors for,
Interactive AT Job,t1053.002,Monitors for,
Interactive AT Job,privilege-escalation,Monitors for,
PUA - AdvancedRun Suspicious Execution,t1134.002,Monitors for,
PUA - AdvancedRun Suspicious Execution,defense-evasion,Monitors for,
PUA - AdvancedRun Suspicious Execution,privilege-escalation,Monitors for,
Regedit as Trusted Installer,t1548,Monitors for,
Regedit as Trusted Installer,privilege-escalation,Monitors for,
Suspicious Service Binary Directory,t1202,Monitors for,
Suspicious Service Binary Directory,defense-evasion,Monitors for,
HackTool - WinRM Access Via Evil-WinRM,t1021.006,Monitors for,
HackTool - WinRM Access Via Evil-WinRM,lateral-movement,Monitors for,
Replace.exe Usage,t1105,Monitors for,
Replace.exe Usage,command-and-control,Monitors for,
Possible Privilege Escalation via Weak Service Permissions,t1574.011,Monitors for,
Possible Privilege Escalation via Weak Service Permissions,persistence,Monitors for,
Possible Privilege Escalation via Weak Service Permissions,defense-evasion,Monitors for,
Possible Privilege Escalation via Weak Service Permissions,privilege-escalation,Monitors for,
Winrar Execution in Non-Standard Folder,t1560.001,Monitors for,
Winrar Execution in Non-Standard Folder,collection,Monitors for,
UAC Bypass WSReset,t1548.002,Monitors for,
UAC Bypass WSReset,defense-evasion,Monitors for,
UAC Bypass WSReset,privilege-escalation,Monitors for,
Potential Binary Proxy Execution Via Cdb.EXE,t1106,Monitors for,
Potential Binary Proxy Execution Via Cdb.EXE,t1218,Monitors for,
Potential Binary Proxy Execution Via Cdb.EXE,t1127,Monitors for,
Potential Binary Proxy Execution Via Cdb.EXE,execution,Monitors for,
Potential Binary Proxy Execution Via Cdb.EXE,defense-evasion,Monitors for,
PowerShell Get-Clipboard Cmdlet Via CLI,t1115,Monitors for,
PowerShell Get-Clipboard Cmdlet Via CLI,collection,Monitors for,
Potential Recon Activity Via Nltest.EXE,t1016,Monitors for,
Potential Recon Activity Via Nltest.EXE,t1482,Monitors for,
Potential Recon Activity Via Nltest.EXE,discovery,Monitors for,
Suspicious WMIC Execution Via Office Process,t1204.002,Monitors for,
