:START_ID,:END_ID,:TYPE,properties
Invoke-Obfuscation VAR+ Launcher - PowerShell,t1027,Monitors for,
Invoke-Obfuscation VAR+ Launcher - PowerShell,t1059.001,Monitors for,
Invoke-Obfuscation VAR+ Launcher - PowerShell,defense-evasion,Monitors for,
Invoke-Obfuscation VAR+ Launcher - PowerShell,execution,Monitors for,
Suspicious X509Enrollment - Ps Script,t1553.004,Monitors for,
Suspicious X509Enrollment - Ps Script,defense-evasion,Monitors for,
PowerShell Deleted Mounted Share,t1070.005,Monitors for,
PowerShell Deleted Mounted Share,defense-evasion,Monitors for,
Suspicious PowerShell Mailbox Export to Share - PS,exfiltration,Monitors for,
Invoke-Obfuscation Via Use Clip - Powershell,t1027,Monitors for,
Invoke-Obfuscation Via Use Clip - Powershell,t1059.001,Monitors for,
Invoke-Obfuscation Via Use Clip - Powershell,defense-evasion,Monitors for,
Invoke-Obfuscation Via Use Clip - Powershell,execution,Monitors for,
PowerShell ICMP Exfiltration,t1048.003,Monitors for,
PowerShell ICMP Exfiltration,exfiltration,Monitors for,
Windows Defender Exclusions Added - PowerShell,t1562,Monitors for,
Windows Defender Exclusions Added - PowerShell,t1059,Monitors for,
Windows Defender Exclusions Added - PowerShell,defense-evasion,Monitors for,
Windows Defender Exclusions Added - PowerShell,execution,Monitors for,
Powershell Execute Batch Script,t1059.003,Monitors for,
Powershell Execute Batch Script,execution,Monitors for,
Suspicious PowerShell Mailbox SMTP Forward Rule,exfiltration,Monitors for,
Potential WinAPI Calls Via PowerShell Scripts,t1059.001,Monitors for,
Potential WinAPI Calls Via PowerShell Scripts,t1106,Monitors for,
Potential WinAPI Calls Via PowerShell Scripts,execution,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1046,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1082,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1106,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1518,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1548.002,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1552.001,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1555,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,t1555.003,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,credential-access,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,defense-evasion,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,discovery,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,execution,Monitors for,
HackTool - WinPwn Execution - ScriptBlock,privilege-escalation,Monitors for,
Suspicious PowerShell Download - Powershell Script,t1059.001,Monitors for,
Suspicious PowerShell Download - Powershell Script,execution,Monitors for,
Potential COM Objects Download Cradles Usage - PS Script,t1105,Monitors for,
