:START_ID,:END_ID,:TYPE,properties
Delegated Permissions Granted For All Users,credential-access,Monitors for,
App Granted Microsoft Permissions,t1528,Monitors for,
App Granted Microsoft Permissions,credential-access,Monitors for,
Guest Users Invited To Tenant By Non Approved Inviters,t1078,Monitors for,
Guest Users Invited To Tenant By Non Approved Inviters,initial-access,Monitors for,
New CA Policy by Non-approved Actor,t1548,Monitors for,
New CA Policy by Non-approved Actor,defense-evasion,Monitors for,
Application URI Configuration Changes,t1528,Monitors for,
Application URI Configuration Changes,t1078.004,Monitors for,
Application URI Configuration Changes,persistence,Monitors for,
Application URI Configuration Changes,credential-access,Monitors for,
Application URI Configuration Changes,privilege-escalation,Monitors for,
App Granted Privileged Delegated Or App Permissions,t1098.003,Monitors for,
App Granted Privileged Delegated Or App Permissions,persistence,Monitors for,
App Granted Privileged Delegated Or App Permissions,privilege-escalation,Monitors for,
User State Changed From Guest To Member,t1078.004,Monitors for,
User State Changed From Guest To Member,privilege-escalation,Monitors for,
User State Changed From Guest To Member,initial-access,Monitors for,
Multi Factor Authentication Disabled For User Account,credential-access,Monitors for,
Multi Factor Authentication Disabled For User Account,persistence,Monitors for,
Bitlocker Key Retrieval,t1078.004,Monitors for,
Bitlocker Key Retrieval,defense-evasion,Monitors for,
Application AppID Uri Configuration Changes,t1552,Monitors for,
Application AppID Uri Configuration Changes,t1078.004,Monitors for,
Application AppID Uri Configuration Changes,persistence,Monitors for,
Application AppID Uri Configuration Changes,credential-access,Monitors for,
Application AppID Uri Configuration Changes,privilege-escalation,Monitors for,
End User Consent Blocked,t1528,Monitors for,
End User Consent Blocked,credential-access,Monitors for,
CA Policy Removed by Non Approved Actor,t1548,Monitors for,
CA Policy Removed by Non Approved Actor,t1556,Monitors for,
CA Policy Removed by Non Approved Actor,defense-evasion,Monitors for,
CA Policy Removed by Non Approved Actor,persistence,Monitors for,
Azure Domain Federation Settings Modified,t1078,Monitors for,
Azure Domain Federation Settings Modified,initial-access,Monitors for,
Changes To PIM Settings,t1078.004,Monitors for,
Changes To PIM Settings,privilege-escalation,Monitors for,
Changes To PIM Settings,persistence,Monitors for,
Added Credentials to Existing Application,t1098.001,Monitors for,
Added Credentials to Existing Application,persistence,Monitors for,
Account Created And Deleted Within A Close Time Frame,t1078,Monitors for,
Account Created And Deleted Within A Close Time Frame,defense-evasion,Monitors for,
CA Policy Updated by Non Approved Actor,t1548,Monitors for,
CA Policy Updated by Non Approved Actor,t1556,Monitors for,
CA Policy Updated by Non Approved Actor,defense-evasion,Monitors for,
CA Policy Updated by Non Approved Actor,persistence,Monitors for,
Windows LAPS Credential Dump From Entra ID,t1098.005,Monitors for,
Windows LAPS Credential Dump From Entra ID,privilege-escalation,Monitors for,
Windows LAPS Credential Dump From Entra ID,persistence,Monitors for,
Privileged Account Creation,t1078.004,Monitors for,
Privileged Account Creation,persistence,Monitors for,
Privileged Account Creation,privilege-escalation,Monitors for,
Bulk Deletion Changes To Privileged Account Permissions,t1098,Monitors for,
