:START_ID,:END_ID,:TYPE,properties
Scheduled Cron Task/Job - Linux,persistence,Monitors for,
Scheduled Cron Task/Job - Linux,privilege-escalation,Monitors for,
Execution Of Script Located In Potentially Suspicious Directory,execution,Monitors for,
Capsh Shell Invocation - Linux,t1059,Monitors for,
Capsh Shell Invocation - Linux,execution,Monitors for,
Vim GTFOBin Abuse - Linux,t1083,Monitors for,
Vim GTFOBin Abuse - Linux,discovery,Monitors for,
Commands to Clear or Remove the Syslog,t1070.002,Monitors for,
Commands to Clear or Remove the Syslog,defense-evasion,Monitors for,
Linux Recon Indicators,t1592.004,Monitors for,
Linux Recon Indicators,t1552.001,Monitors for,
Linux Recon Indicators,reconnaissance,Monitors for,
Linux Recon Indicators,credential-access,Monitors for,
Potential Linux Process Code Injection Via DD Utility,t1055.009,Monitors for,
Potential Linux Process Code Injection Via DD Utility,defense-evasion,Monitors for,
Suspicious Java Children Processes,t1059,Monitors for,
Suspicious Java Children Processes,execution,Monitors for,
Suspicious Invocation of Shell via Rsync,t1059,Monitors for,
Suspicious Invocation of Shell via Rsync,t1203,Monitors for,
Suspicious Invocation of Shell via Rsync,execution,Monitors for,
Potential Ruby Reverse Shell,execution,Monitors for,
Group Has Been Deleted Via Groupdel,t1531,Monitors for,
Group Has Been Deleted Via Groupdel,impact,Monitors for,
Potential Perl Reverse Shell Execution,execution,Monitors for,
Potential GobRAT File Discovery Via Grep,t1082,Monitors for,
Potential GobRAT File Discovery Via Grep,discovery,Monitors for,
ESXi VM List Discovery Via ESXCLI,t1033,Monitors for,
ESXi VM List Discovery Via ESXCLI,t1007,Monitors for,
ESXi VM List Discovery Via ESXCLI,t1059.012,Monitors for,
ESXi VM List Discovery Via ESXCLI,discovery,Monitors for,
ESXi VM List Discovery Via ESXCLI,execution,Monitors for,
Shell Execution GCC  - Linux,t1083,Monitors for,
Shell Execution GCC  - Linux,discovery,Monitors for,
ESXi Syslog Configuration Change Via ESXCLI,t1562.001,Monitors for,
ESXi Syslog Configuration Change Via ESXCLI,t1562.003,Monitors for,
ESXi Syslog Configuration Change Via ESXCLI,t1059.012,Monitors for,
ESXi Syslog Configuration Change Via ESXCLI,defense-evasion,Monitors for,
ESXi Syslog Configuration Change Via ESXCLI,execution,Monitors for,
Potential PHP Reverse Shell,execution,Monitors for,
Touch Suspicious Service File,t1070.006,Monitors for,
Touch Suspicious Service File,defense-evasion,Monitors for,
Shell Invocation via Env Command - Linux,t1059,Monitors for,
Shell Invocation via Env Command - Linux,execution,Monitors for,
Remove Immutable File Attribute,t1222.002,Monitors for,
Remove Immutable File Attribute,defense-evasion,Monitors for,
Shell Execution via Flock - Linux,t1083,Monitors for,
Shell Execution via Flock - Linux,discovery,Monitors for,
Access of Sudoers File Content,t1592.004,Monitors for,
Access of Sudoers File Content,reconnaissance,Monitors for,
Inline Python Execution - Spawn Shell Via OS System Library,t1059,Monitors for,
Inline Python Execution - Spawn Shell Via OS System Library,execution,Monitors for,
Shell Invocation Via Ssh - Linux,t1059,Monitors for,
Shell Invocation Via Ssh - Linux,execution,Monitors for,
ESXi VM Kill Via ESXCLI,t1059.012,Monitors for,
ESXi VM Kill Via ESXCLI,t1529,Monitors for,
ESXi VM Kill Via ESXCLI,execution,Monitors for,
ESXi VM Kill Via ESXCLI,impact,Monitors for,
Chmod Suspicious Directory,t1222.002,Monitors for,
Chmod Suspicious Directory,defense-evasion,Monitors for,
Linux Crypto Mining Indicators,t1496,Monitors for,
Linux Crypto Mining Indicators,impact,Monitors for,
Disabling Security Tools,t1562.004,Monitors for,
Disabling Security Tools,defense-evasion,Monitors for,
Suspicious Curl Change User Agents - Linux,t1071.001,Monitors for,
Suspicious Curl Change User Agents - Linux,command-and-control,Monitors for,
Shell Execution via Nice - Linux,t1083,Monitors for,
