:START_ID,:END_ID,:TYPE,properties
Suspicious SQL Error Messages,t1190,Monitors for,
Suspicious SQL Error Messages,initial-access,Monitors for,
Potential Remote Command Execution In Pod Container,t1609,Monitors for,
Potential Remote Command Execution In Pod Container,execution,Monitors for,
Kubernetes Rolebinding Modification,privilege-escalation,Monitors for,
Potential Sidecar Injection Into Running Deployment,t1609,Monitors for,
Potential Sidecar Injection Into Running Deployment,execution,Monitors for,
Kubernetes Events Deleted,t1070,Monitors for,
Kubernetes Events Deleted,defense-evasion,Monitors for,
Creation Of Pod In System Namespace,t1036.005,Monitors for,
Creation Of Pod In System Namespace,defense-evasion,Monitors for,
Kubernetes CronJob/Job Modification,persistence,Monitors for,
Kubernetes CronJob/Job Modification,privilege-escalation,Monitors for,
Kubernetes CronJob/Job Modification,execution,Monitors for,
Kubernetes Secrets Modified or Deleted,credential-access,Monitors for,
Kubernetes Admission Controller Modification,t1078,Monitors for,
Kubernetes Admission Controller Modification,t1552,Monitors for,
Kubernetes Admission Controller Modification,t1552.007,Monitors for,
Kubernetes Admission Controller Modification,persistence,Monitors for,
Kubernetes Admission Controller Modification,credential-access,Monitors for,
Django Framework Exceptions,t1190,Monitors for,
Django Framework Exceptions,initial-access,Monitors for,
Potential Server Side Template Injection In Velocity,t1190,Monitors for,
Potential Server Side Template Injection In Velocity,initial-access,Monitors for,
SharpHound Recon Sessions,t1033,Monitors for,
SharpHound Recon Sessions,discovery,Monitors for,
Remote Server Service Abuse for Lateral Movement,t1569.002,Monitors for,
Remote Server Service Abuse for Lateral Movement,lateral-movement,Monitors for,
Remote Server Service Abuse for Lateral Movement,execution,Monitors for,
Possible DCSync Attack,t1033,Monitors for,
Possible DCSync Attack,discovery,Monitors for,
SharpHound Recon Account Discovery,t1087,Monitors for,
SharpHound Recon Account Discovery,discovery,Monitors for,
Remote Schedule Task Lateral Movement via ITaskSchedulerService,t1053,Monitors for,
Remote Schedule Task Lateral Movement via ITaskSchedulerService,t1053.002,Monitors for,
Remote Schedule Task Lateral Movement via ITaskSchedulerService,lateral-movement,Monitors for,
Remote Schedule Task Lateral Movement via ATSvc,t1053,Monitors for,
Remote Schedule Task Lateral Movement via ATSvc,t1053.002,Monitors for,
Remote Schedule Task Lateral Movement via ATSvc,lateral-movement,Monitors for,
Remote Schedule Task Lateral Movement via ATSvc,execution,Monitors for,
Remote Schedule Task Lateral Movement via ATSvc,persistence,Monitors for,
Recon Activity via SASec,discovery,Monitors for,
Remote Printing Abuse for Lateral Movement,lateral-movement,Monitors for,
Remote DCOM/WMI Lateral Movement,t1021.003,Monitors for,
Remote DCOM/WMI Lateral Movement,t1047,Monitors for,
Remote DCOM/WMI Lateral Movement,lateral-movement,Monitors for,
Remote DCOM/WMI Lateral Movement,execution,Monitors for,
Remote Encrypting File System Abuse,lateral-movement,Monitors for,
Remote Schedule Task Recon via ITaskSchedulerService,discovery,Monitors for,
Remote Schedule Task Lateral Movement via SASec,t1053,Monitors for,
Remote Schedule Task Lateral Movement via SASec,t1053.002,Monitors for,
Remote Schedule Task Lateral Movement via SASec,lateral-movement,Monitors for,
Remote Schedule Task Lateral Movement via SASec,execution,Monitors for,
Remote Schedule Task Lateral Movement via SASec,persistence,Monitors for,
Remote Schedule Task Recon via AtScv,discovery,Monitors for,
Remote Server Service Abuse,lateral-movement,Monitors for,
Remote Registry Recon,discovery,Monitors for,
Remote Registry Lateral Movement,t1112,Monitors for,
Remote Registry Lateral Movement,lateral-movement,Monitors for,
Remote Registry Lateral Movement,persistence,Monitors for,
