:START_ID,:END_ID,:TYPE,properties
CommandLine:hastebin.com,CommandLine,Field,
CommandLine:hastebin.com,hastebin.com,Value,
CommandLine,hastebin.com,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15843,Uses Modifier,
selection1889,CommandLine:mediafire.com,Searches,
CommandLine:mediafire.com,CommandLine,Field,
CommandLine:mediafire.com,mediafire.com,Value,
CommandLine,mediafire.com,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15844,Uses Modifier,
selection1889,CommandLine:mega.nz,Searches,
CommandLine:mega.nz,CommandLine,Field,
CommandLine:mega.nz,mega.nz,Value,
CommandLine,mega.nz,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15845,Uses Modifier,
selection1889,CommandLine:onrender.com,Searches,
CommandLine:onrender.com,CommandLine,Field,
CommandLine:onrender.com,onrender.com,Value,
CommandLine,onrender.com,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15846,Uses Modifier,
selection1889,CommandLine:pages.dev,Searches,
CommandLine:pages.dev,CommandLine,Field,
CommandLine:pages.dev,pages.dev,Value,
CommandLine,pages.dev,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15847,Uses Modifier,
selection1889,CommandLine:paste.ee,Searches,
CommandLine:paste.ee,CommandLine,Field,
CommandLine:paste.ee,paste.ee,Value,
CommandLine,paste.ee,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15848,Uses Modifier,
selection1889,CommandLine:pastebin.com,Searches,
CommandLine:pastebin.com,CommandLine,Field,
CommandLine:pastebin.com,pastebin.com,Value,
CommandLine,pastebin.com,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15849,Uses Modifier,
selection1889,CommandLine:pastebin.pl,Searches,
CommandLine:pastebin.pl,CommandLine,Field,
CommandLine:pastebin.pl,pastebin.pl,Value,
CommandLine,pastebin.pl,Has Artifact,
process_creation,CommandLine,Logs,
windows,CommandLine,Logs,
selection1889,modifier15850,Uses Modifier,
selection1889,CommandLine:pastetext.net,Searches,
CommandLine:pastetext.net,CommandLine,Field,
CommandLine:pastetext.net,pastetext.net,Value,
CommandLine,pastetext.net,Has Artifact,
process_creation,CommandLine,Logs,
