id,name
ea9b7d93-a6f7-5ac8-924f-f14023e41e08,"{'selection': {'debugContext.debugData.requestUri|contains': '/reports/password-health/'}, 'condition': 'selection'}"
5a381d9a-b968-58db-be3a-c62d9b8d6c32,"{'selection_updateinbox': {'Operation|contains': 'UpdateInboxRules', 'OperationProperties|contains': ['Forward', 'Recipients']}, 'selection_setmailbox': {'Operation|contains': 'Set-Mailbox', 'Parameters|contains': ['ForwardingSmtpAddress', 'ForwardingAddress']}, 'selection_setinbox': {'Operation|contains': ['New-InboxRule', 'Set-InboxRule'], 'Parameters|contains': ['ForwardAsAttachmentTo', 'ForwardingAddress', 'ForwardingSmtpAddress', 'ForwardTo', 'RedirectTo', 'RedirectToRecipients']}, 'condition': '1 of selection_*'}"
9088b970-a51d-50ef-9570-3a85d1a447d1,"{'selection': {'Image|endswith': ['/kill', '/killall', '/pkill', '/xkill']}, 'condition': 'selection'}"
aa5bf69d-20bf-58b0-9272-758126a42f16,"{'selection': {'Image|endswith': ['/atop', '/htop', '/pgrep', '/ps', '/pstree', '/top']}, 'condition': 'selection'}"
80707663-7af5-5cb6-9139-c77eb939455d,"{'selection': {'TargetFilename|re': '(?i)/lib/python3\\.([5-9]|[0-9]{2})/site-packages/', 'TargetFilename|endswith': '.pth'}, 'condition': 'selection'}"
40d257e8-6fbb-5e71-b979-1166bc5363fa,"{'selection': {'c-uri|endswith': '.class'}, 'condition': 'selection'}"
4ad84f39-9dbf-5c5d-8a24-c36aba18855f,"{'selection': {'TargetImage|endswith': '\\lsass.exe', 'GrantedAccess|endswith': '10'}, 'filter1': {'SourceImage': ['C:\\Program Files\\Common Files\\McAfee\\MMSSHost\\MMSSHOST.exe', 'C:\\Program Files\\Malwarebytes\\Anti-Malware\\MBAMService.exe', 'C:\\Program Files\\Windows Defender\\MsMpEng.exe', 'C:\\PROGRAMDATA\\MALWAREBYTES\\MBAMSERVICE\\ctlrupdate\\mbupdatr.exe', 'C:\\Windows\\System32\\lsass.exe', 'C:\\Windows\\System32\\msiexec.exe', 'C:\\WINDOWS\\System32\\perfmon.exe', 'C:\\WINDOWS\\system32\\taskhostw.exe', 'C:\\WINDOWS\\system32\\taskmgr.exe', 'C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe', 'C:\\Windows\\SysWOW64\\msiexec.exe', 'C:\\Windows\\sysWOW64\\wbem\\wmiprvse.exe']}, 'filter2': {'SourceImage|startswith': 'C:\\ProgramData\\Microsoft\\Windows Defender\\', 'SourceImage|endswith': '\\MsMpEng.exe'}, 'filter3': {'SourceImage|startswith': 'C:\\Program Files\\WindowsApps\\', 'SourceImage|endswith': '\\GamingServices.exe'}, 'filter4': {'SourceImage|endswith': ['\\PROCEXP64.EXE', '\\PROCEXP.EXE']}, 'filter5': {'SourceImage|startswith': 'C:\\ProgramData\\VMware\\VMware Tools\\', 'SourceImage|endswith': '\\vmtoolsd.exe'}, 'filter6': {'SourceImage|startswith': ['C:\\Program Files\\', 'C:\\Program Files (x86)\\'], 'SourceImage|contains': 'Antivirus'}, 'filter_nextron': {'SourceImage|endswith': ['\\thor64.exe', '\\thor.exe', '\\aurora-agent-64.exe', '\\aurora-agent.exe']}, 'filter_ms_products': {'SourceImage|contains|all': ['\\AppData\\Local\\Temp\\', '\\vs_bootstrapper_'], 'GrantedAccess': '0x1410'}, 'filter_generic': {'SourceImage|startswith': ['C:\\Program Files\\', 'C:\\Program Files (x86)\\', 'C:\\WINDOWS\\system32\\']}, 'filter_wer': {'SourceCommandLine': 'C:\\WINDOWS\\system32\\wermgr.exe -upload'}, 'filter_localappdata': {'SourceImage|contains|all': ['C:\\Users\\', '\\AppData\\Local\\'], 'SourceImage|endswith': ['\\Microsoft VS Code\\Code.exe', '\\software_reporter_tool.exe', '\\DropboxUpdate.exe', '\\MBAMInstallerService.exe', '\\WebEx\\WebexHost.exe', '\\Programs\\Microsoft VS Code\\Code.exe', '\\JetBrains\\Toolbox\\bin\\jetbrains-toolbox.exe']}, 'filter_xampp': {'SourceImage|endswith': '\\xampp-control.exe', 'GrantedAccess': '0x410'}, 'filter_games': {'SourceImage|contains': '\\SteamLibrary\\steamapps\\', 'GrantedAccess': ['0x410', '0x10']}, 'condition': 'selection and not 1 of filter*'}"
d0c21f30-a7a8-59e5-90a8-cfcf61d0d304,"{'selection': {'GrantedAccess': ['0x147a', '0x1f3fff'], 'CallTrace|contains': 'UNKNOWN'}, 'filter_main_wmiprvse': {'SourceImage': 'C:\\Windows\\System32\\Wbem\\Wmiprvse.exe', 'TargetImage': 'C:\\Windows\\system32\\lsass.exe'}, 'filter_optional_dell_folders': {'SourceImage|startswith': ['C:\\Program Files\\Dell\\', 'C:\\Program Files (x86)\\Dell\\'], 'TargetImage|startswith': ['C:\\Program Files\\Dell\\', 'C:\\Program Files (x86)\\Dell\\']}, 'filter_optional_dell_specifc': {'SourceImage': 'C:\\Program Files (x86)\\Dell\\UpdateService\\ServiceShell.exe', 'TargetImage': 'C:\\Windows\\Explorer.EXE'}, 'filter_optional_visual_studio': {'SourceImage|startswith': 'C:\\Program Files\\Microsoft Visual Studio\\', 'TargetImage|startswith': 'C:\\Program Files\\Microsoft Visual Studio\\'}, 'condition': 'selection and not 1 of filter_main_* and not 1 of filter_optional_*'}"
dfaee4b0-32d8-5113-b420-0a7ddd0f9774,"{'selection': {'SourceImage|endswith': ['\\powershell.exe', '\\pwsh.exe'], 'TargetImage|endswith': '\\lsass.exe'}, 'condition': 'selection'}"
0a15d147-fa10-59a7-b8c0-16c508ad8982,"{'selection': {'TargetImage|endswith': '\\lsass.exe', 'GrantedAccess|endswith': ['10', '30', '50', '70', '90', 'B0', 'D0', 'F0', '18', '38', '58', '78', '98', 'B8', 'D8', 'F8', '1A', '3A', '5A', '7A', '9A', 'BA', 'DA', 'FA', '0x14C2', 'FF'], 'SourceImage|contains': ['\\Temp\\', '\\Users\\Public\\', '\\PerfLogs\\', '\\AppData\\', '\\Temporary']}, 'filter_optional_generic_appdata': {'SourceImage|contains|all': [':\\Users\\', '\\AppData\\Local\\'], 'SourceImage|endswith': ['\\Microsoft VS Code\\Code.exe', '\\software_reporter_tool.exe', '\\DropboxUpdate.exe', '\\MBAMInstallerService.exe', '\\WebexMTA.exe', '\\Meetings\\WebexMTAV2.exe', '\\WebEx\\WebexHost.exe', '\\JetBrains\\Toolbox\\bin\\jetbrains-toolbox.exe'], 'GrantedAccess': '0x410'}, 'filter_optional_dropbox_1': {'SourceImage|contains': ':\\Windows\\Temp\\', 'SourceImage|endswith': '.tmp\\DropboxUpdate.exe', 'GrantedAccess': ['0x410', '0x1410']}, 'filter_optional_dropbox_2': {'SourceImage|contains|all': [':\\Users\\', '\\AppData\\Local\\Temp\\'], 'SourceImage|endswith': '.tmp\\DropboxUpdate.exe', 'GrantedAccess': '0x1410'}, 'filter_optional_dropbox_3': {'SourceImage|contains': [':\\Program Files (x86)\\Dropbox\\', ':\\Program Files\\Dropbox\\'], 'SourceImage|endswith': '\\DropboxUpdate.exe', 'GrantedAccess': '0x1410'}, 'filter_optional_nextron': {'SourceImage|contains': [':\\Windows\\Temp\\asgard2-agent\\', ':\\Windows\\Temp\\asgard2-agent-sc\\'], 'SourceImage|endswith': ['\\thor64.exe', '\\thor.exe', '\\aurora-agent-64.exe', '\\aurora-agent.exe'], 'GrantedAccess': ['0x1fffff', '0x1010', '0x101010']}, 'filter_optional_ms_products': {'SourceImage|contains|all': [':\\Users\\', '\\AppData\\Local\\Temp\\', '\\vs_bootstrapper_'], 'GrantedAccess': '0x1410'}, 'filter_optional_chrome_update': {'SourceImage|contains': ':\\Program Files (x86)\\Google\\Temp\\', 'SourceImage|endswith': '.tmp\\GoogleUpdate.exe', 'GrantedAccess': ['0x410', '0x1410']}, 'filter_optional_keybase': {'SourceImage|contains': ':\\Users\\', 'SourceImage|endswith': '\\AppData\\Local\\Keybase\\keybase.exe', 'GrantedAccess': '0x1fffff'}, 'filter_optional_avira': {'SourceImage|contains': '\\AppData\\Local\\Temp\\is-', 'SourceImage|endswith': '.tmp\\avira_system_speedup.tmp', 'GrantedAccess': '0x1410'}, 'filter_optional_viberpc_updater': {'SourceImage|contains': '\\AppData\\Roaming\\ViberPC\\', 'SourceImage|endswith': '\\updater.exe', 'TargetImage|endswith': '\\winlogon.exe', 'GrantedAccess': '0x1fffff'}, 'filter_optional_adobe_arm_helper': {'SourceImage|contains': [':\\Program Files\\Common Files\\Adobe\\ARM\\', ':\\Program Files (x86)\\Common Files\\Adobe\\ARM\\'], 'SourceImage|endswith': '\\AdobeARMHelper.exe', 'GrantedAccess': '0x1410'}, 'condition': 'selection and not 1 of filter_optional_*'}"
